409902	swe	Allt som är för dumt för att sägas sjungs.
409903	swe	Jag hittade en lösning, men jag hittade den så fort att det inte kan vara den rätta.
409904	swe	Han har faktiskt inte ätit kaviar.
410134	swe	Bjud oss på middag på restaurang!
410136	swe	Min pappa promenerar varje dag.
410137	swe	Cuzco är en av de intressantaste platserna i världen.
410139	swe	De som inte önskar gå behöver inte det.
410141	swe	Han visade mig sin frimärkssamling.
410145	swe	Hon kunde inte komma för hon var sjuk.
410147	swe	Det här stället har en mystisk atmosfär.
410161	swe	Vi såg barnet kliva på bussen.
410162	swe	Jag har en katt och en hund. Katten är svart och hunden är vit.
410164	swe	Gillar du golf?
410167	swe	Jag känner tjejen som spelar tennis.
410169	swe	”Jag är hungrig”, sa den lilla vita kaninen, så de stannade och åt blomman av en stor hyasint.
410172	swe	Folk säger ofta att japanska är ett svårt språk.
410173	swe	Folk säger att han aldrig dör.
415526	swe	Vi ses!
415542	swe	Det är en självklarhet att grundläggande mänskliga rättigheter bör respekteras.
415578	swe	Men jag kan aldrig hålla mig.
415581	swe	Det kan inte vara sant.
415587	swe	Har du gjort klart din engelskläxa än?
415616	swe	När gick du upp i morse?
415620	swe	Jag har inga pengar.
415800	swe	Han sov över hos sin moster.
415852	swe	Det var inte förrän igår jag fick nyheterna.
415861	swe	Kvinnan som sitter där borta är hans nuvarande fru.
415885	swe	Ta konsekvenserna.
415896	swe	Hur gammal är han?
415899	swe	Han råkade höra samtalet.
415900	swe	De skilde sig förra året.
416198	swe	Man lär sig av erfarenheter.
416210	swe	Tom förlöjligar sig alltid över John på grund av hans dialekt.
416211	swe	Tom gör alltid narr av John på grund av hans dialekt.
416213	swe	De utsmyckade rummet med blommor.
416222	swe	Jag representerade mitt universitet på konferensen.
419900	swe	Jag vet inte om jag har tid att göra det.
421450	swe	Jag gillar varken den ena eller den andra kakan.
421454	swe	Vi blev väldigt besvikna över att höra nyheterna.
421455	swe	Förlåt, men jag hör dig inte så bra.
423241	swe	Hej Mimi! Hur mår du?
424799	swe	Han är känd som den bästa advokaten i den här staden.
424820	swe	Var inte dum.
424824	swe	Hans mål är att bli lärare.
424830	swe	Direktören gav exakt det svar som jag letade efter.
424834	swe	Den här rörelsen från landsbygd till stadsområden har pågått i över tvåhundra år.
427049	swe	Hej! Hur mår du?
474084	swe	Alla människor äro födda fria och lika i värde och rättigheter. De äro utrustade med förnuft och samvete och böra handla gentemot varandra i en anda av broderskap.
478748	swe	Ja.
479509	swe	Sonen ställde en fråga till sin mor.
479662	swe	Var såg du henne?
479725	swe	Oljuden väckte mig.
479726	swe	Fundera på det.
482350	swe	Jag kan inte svenska.
483009	swe	Jag ska köpa en bil.
483685	swe	I går köpte hon grönsaker.
483687	swe	Är han läkare?
483698	swe	Jag brukar inte dricka kaffe utan socker.
487168	swe	Jag vet inte.
487176	swe	Vad gör han nu?
487278	swe	Är du upptagen?
487320	swe	Akiko har flera vänner i Frankrike.
489036	swe	Vad har du i din påse?
489190	swe	Tack så mycket!
489247	swe	Jag vet inte precis när jag ska vara tillbaka.
489443	swe	Han bor med sina föräldrar.
489476	swe	Han har skrivit en bok om Kina.
489489	swe	Vi behöver en ambulans.
489515	swe	Hatten är din.
490823	swe	Han borde avslöja alltihop och ta konsekvenserna.
490860	swe	Jag skulle vilja äta äpplepaj.
490861	swe	Han är i tjänst i natt.
490877	swe	Jag började att läsa boken.
490903	swe	Enda gången folk inte tycker om skvaller är när man skvallrar om dem.
490905	swe	Huset brinner.
490950	swe	Du ser blek ut.
490958	swe	De gifter sig nästa månad.
491082	swe	Jag vet inte vad det är.
491497	swe	Han kan inte alls engelska.
491517	swe	Jack kan engelska.
491520	swe	En flicka ringde mig.
491540	swe	Var är Britney Spears?
491542	swe	Jag skriver till Erwan Le Bourdonnec.
491543	swe	Vilken färg är ditt hår?
491544	swe	Han borde inte komma tillbaka hit.
493594	swe	Jag kan sjunga det på engelska.
493627	swe	Vi har för många lektioner.
493633	swe	Är det din bok, Mike?
493666	swe	Jag gillar att läsa deckare.
493886	swe	Jag vill inte ha en smörgås.
493907	swe	Ska han dö?
493909	swe	Vi behöver pengar.
494071	swe	Dina skor är här.
494076	swe	Frukosten består av ett smörgåsbord.
495182	swe	Får jag låna din bil?
495187	swe	Är du inte trött?
495576	swe	Bob är min vän.
498440	swe	Vad skulle du vilja äta?
498463	swe	Jag har två bröder.
498466	swe	Kan hon franska?
509792	swe	Hej.
509944	swe	Jag heter Farshad.
522462	swe	Hon gav honom en klocka.
522481	swe	Jag är arbetslös.
522484	swe	Jag valde fel flagga på grund av ett missförstånd.
525786	swe	Jag älskar dig mer än du älskar mig.
525792	swe	Grattis på födelsedagen!
546946	swe	Det är mycket ovanligare för en person att vara politiskt medveten än att vara politiskt aktiv.
546951	swe	Det är för att jag ska höra din röst ordentligt.
546956	swe	Jag har lite pengar.
546958	swe	Det regnade i går.
547694	swe	Det förvånar mig inte.
561481	swe	Plastfolie tillverkas av polyethylen.
618705	swe	Vad man icke kan tala om, därom måste man tiga.
647244	swe	Jag har en svår smärta i ryggen.
647249	swe	Vet du inte att han gick bort för två år sedan?
647252	swe	Jag vill ha ett eget rum.
647254	swe	Morötter och rovor är ätbara rötter.
647258	swe	Jag gick hemifrån vid sju.
647260	swe	Du kan lämna rummet nu.
647267	swe	Han gav oss kläder, och pengar också.
647276	swe	Liftarna var närapå förfrusna när de hittades.
647282	swe	Du kan använda ett lexikon till den här tentamen.
647288	swe	Han har en plats i parlamentet.
647300	swe	Hans utställning på stadsmuséet tilltalade mig inte alls.
647307	swe	Om det var han så kunde han gjort sämre ifrån sig.
647320	swe	Jag kommer att åka oavsett väder.
647323	swe	Han kommer inte att misslyckas vid examinationen.
647331	swe	Huset höll på att målas av min far.
647335	swe	Det är bara en dröm.
647342	swe	De vann faktiskt.
647347	swe	Sedan jag återhämtade mig från min allvarliga sjukdom ter sig hela skapelsen vacker för mig.
647349	swe	Kan jag avboka den här biljetten?
647356	swe	Tårar föll från hennes ögon.
647360	swe	I framtiden vill jag bli en TV-presentatör.
647368	swe	Tanken på att hon skulle möta den berömda sångaren fick henne att rysa av spänning.
647369	swe	Du kan använda mitt skrivbord om du vill.
647382	swe	Han utförde arbetet så gott han förmådde.
647387	swe	Förespråkare av ökade importavgifter är oense med varandra.
647391	swe	Han stannade upp mitt i sitt anförande.
647393	swe	Är du för eller mot det här?
647398	swe	Jane är fet, ohövlig och röker för mycket. Men Ken tycker att hon är förtjusande och härlig. Det är därför de säger att kärleken är blind.
647402	swe	Jag är rädd att jag inte kommer att vara ledig förrän examinationen är slut.
647405	swe	Polisen hann ifatt honom.
647407	swe	Jag är ledsen, vi har helt slut på manti.
647408	swe	Städa rummet.
647409	swe	De säger att han har varit död i två år.
647413	swe	Min bror är intresserad av det man kallar popmusik.
651186	swe	Mitt armbandsur behöver lagas.
651190	swe	Jag håller inte med din åsikt.
651192	swe	Jag håller inte med dig.
651198	swe	Din fråga hör inte till ämnet.
651204	swe	Paula måste hjälpa hennes pappa i köket.
651206	swe	Vår telefon fungerar inte längre. Jag skulle behöva laga den.
651209	swe	Jag tycker att det är ganska konstigt att han inte skulle veta någonting sådant.
651210	swe	Vi ska ha barn.
651211	swe	Jag äter här.
651213	swe	Nu behövs inte bara ord, utan också handling.
651215	swe	Jag har en bok om fiske.
651216	swe	Låt oss göra det någon annan gång.
651220	swe	Det är bara en ursäkt.
651222	swe	Min bror har aldrig bestigit Mt Fuji.
651223	swe	Jag är mycket hungrig.
651224	swe	Jag är jättehungrig.
651226	swe	Du med, min son!
651230	swe	Jag skapade en genväg på skrivbordet.
651232	swe	Jag heter Jack.
651240	swe	Ett ögonblicks tvekan kan kosta en pilot livet.
652625	swe	Jag visste inte hur jag skulle svara på hans fråga.
653452	swe	Jag älskar min mamma.
661811	swe	Han är en gentleman.
661829	swe	Jag är från Kyoto.
665743	swe	Hur skulle det vara med en kopp te?
665747	swe	Ge mig en kopp te, är ni snäll.
665755	swe	Min mor tycker mycket om te.
665759	swe	Klockan är tio i åtta på morgonen.
665768	swe	Han gav mig kaffe trots att jag hade bett om te.
665773	swe	Lite mer mjölk i kaffet, tack.
665774	swe	Jag föredrar kaffe framför té.
665778	swe	Isen smälter.
665779	swe	Kom och drick te med mig.
665781	swe	Ge mig lite mer te.
665782	swe	Skulle ni vilja ha en kopp té?
665785	swe	Beatles bestod av fyra musiker.
665787	swe	Vill ni ha te eller kaffe?
665788	swe	Flickan höll på att koka te till åt sin kamrat.
665789	swe	Jag bad honom att koka lite té.
677002	swe	Han bor i Kyoto.
677004	swe	Hon bor i Kyoto.
684135	swe	Ena sidan av ett mynt kallas för 'krona' och den andra kallas för 'klave'.
704638	swe	Koka lite vatten.
704640	swe	Kan du tillaga det här köttet lite mer?
704641	swe	Jag orkar inte mer! Jag har inte sovit på tre dagar!
704642	swe	Det kommer att regna.
704643	swe	Han har kanske många flickvänner.
704647	swe	Hon låtsades att hon inte hade hört vad jag sa.
704649	swe	Vi kan se tusentals stjärnor på himlen.
704651	swe	Jag arbetar 3 timmar varje söndagsmorgon.
719100	swe	Färglösa gröna idéer sover rasande.
742909	swe	Hur gammal är du egentligen?
742910	swe	Hur gammal är du?
742912	swe	”Hur gammal är du?” ”Jag är sexton år.”
751075	swe	Jag heter Hopkins.
760504	swe	Det är något med honom som jag inte gillar.
760507	swe	Skulle du kunna skriva ner länken till den sajten?
760510	swe	De gick tidigt.
760513	swe	Jag minns när Anna berättade att hon blivit kär.
760514	swe	Körd rimmar på skörd.
760517	swe	Jag anbefaller dig åt Gud.
760519	swe	Vi bygger landet i gärning och ord.
760521	swe	Om du har följt vad jag skrivit tidigare.
760523	swe	Hur många studerade på medeltidens universitet?
760525	swe	Han kände sig trött.
760527	swe	Flygplanet ankommer klockan åtta.
760530	swe	Jag har inte berättat för mormor om städhjälpen.
760533	swe	Allan har lämnat oss.
760535	swe	Honom har hon inte sett på länge.
760538	swe	Vi frågade honom vad han hette.
761657	swe	Jag har precis kommit tillbaka från Sverige.
761669	swe	Förstår ni vad hon menade?
761671	swe	Vi vill inte vänta längre.
761676	swe	Huset ligger vackert till.
761679	swe	Föraren körde om bilen.
761682	swe	Hon blev polis.
761686	swe	Jag tycker inte om honom, men jag gillar henne.
761691	swe	Jag måste gå nu.
761694	swe	Hon hade inte råd.
761699	swe	Han målar inte väggarna utan tapetserar dem.
765034	swe	Skål!
773334	swe	Vill du äta?
773363	swe	När kommer han?
773371	swe	Vem är du?
773381	swe	Har du barn?
774788	swe	Vill du gå?
778582	swe	God dag.
778881	swe	Detta är ett litet steg för en människa men ett jättekliv för mänskligheten.
781095	swe	Var arbetar du?
822607	swe	Den här är ny.
822613	swe	Jag vill inte bo ensam.
822615	swe	Ursäkta att du fick vänta länge.
822626	swe	Vet du inte vad som hände i går?
822630	swe	Jag vet inte när mor kommer hem.
822631	swe	Ta din sudd och sudda bort dessa tecken.
822633	swe	Är du japan?
822635	swe	Vi gick i samma klass på högstadiet/gymnasiet.
822638	swe	Jag har inte sett honom på några år.
822641	swe	Berätta för mig när du ger dig av.
822643	swe	Jag vill dricka en kopp kaffe.
822644	swe	Detta är fakta.
822648	swe	Hon gillar inte fotboll.
822651	swe	Jag är upptagen, så jag kan inte gå.
822653	swe	Vårt skolbibliotek är väldigt litet, men det är nytt.
822654	swe	Slips passar dig.
822655	swe	Du passar i slips.
822656	swe	Slipsen och min kavaj matchar inte.
822657	swe	Om jag är homosexuell, är det en synd?
822658	swe	Jag har ett par skor.
822659	swe	Jag kommer genast hem.
822660	swe	Det är hennes födelsedag imorgon.
822662	swe	Hon är intelligent.
822663	swe	Du är verkligen jättebra.
822664	swe	Godmorgon, Mike.
822665	swe	Öppna flaskan, tack.
822666	swe	Välj en person, tack.
822669	swe	Vi förbereder oss för att gå ut.
822670	swe	Jag känner kvinnorna där.
822671	swe	Dagarna blir längre och längre.
822673	swe	Min pappa har åkt för att fiska.
822677	swe	I så fall tror jag att du bör komma idag.
822696	swe	Gillar du fisk?
822697	swe	Vad sägs om den här röda mössan?
822704	swe	Fram tills nu har de jobbat mycket hårt.
822707	swe	Är du nöjd med ditt nya hus?
822709	swe	Vad gjorde Kumi?
822710	swe	Min bil står till ditt förfogande.
831528	swe	Helsingfors är huvudstaden i Finland.
841624	swe	Kan du vara snäll och vänta en minut?
841626	swe	Jag har många vänner som hjälper mig.
841635	swe	Jag måste gå och sova.
841974	swe	Jag har ingen katt.
841980	swe	Det här äpplet är väldigt rött.
841983	swe	Svara på frågan.
841986	swe	Vilken är din gitarr?
841990	swe	Stillhet är guld.
841998	swe	Varför är du så ledsen?
842059	swe	Ska du äta hemma eller ute?
842063	swe	Vem har skrivit denna bok?
842378	swe	Han är nöjd med sitt jobb.
848096	swe	New York är en stor stad.
848106	swe	Coles axiom: Summan av intelligensen på planeten är en konstant; befolkningen växer.
848198	swe	Jag är törstig.
848529	swe	Hoppas medan du lever!
848533	swe	Det tog dem två år att bygga huset.
848535	swe	Vilket djur gillar du mest?
848537	swe	Hans förklaring var inte tillräcklig.
848539	swe	Han övertalade sin fru att inte skilja sig.
848541	swe	Jag älskar att resa.
848545	swe	Vi är säkra på vår vinst.
848551	swe	Jag förlorade medvetandet.
848553	swe	Du borde skriva om denna mening.
848556	swe	Tom hittar alltid fel hos henne.
848558	swe	Har du inte bestämt dig än?
848728	swe	Han brast ut i gråt.
848734	swe	Den andra fungerar inte.
848738	swe	Du var hemma i går, inte sant?
848744	swe	I dag mår jag bättre.
849047	swe	Jag talar lite skotsk galiska.
849276	swe	Känner jag honom?
849307	swe	Hur vågar du skratta åt mig?
849441	swe	Bob kom hit, inte sant?
849442	swe	Jag hör till basebollaget.
849443	swe	Vi hade en mild vinter i fjol.
849444	swe	God morgon.
849527	swe	Pandor är vackra djur.
849529	swe	Vad har fört dig hit?
849667	swe	De byggde en bro.
849672	swe	Mannen som hon ska gifta sig med är en astronaut.
849895	swe	Lyssna noga!
849898	swe	Låt oss försöka!
849903	swe	Jag arbetade hårt hela gårdagen.
850345	swe	Jag vet var hon är.
850619	swe	Var är utgången?
850623	swe	Kan någon annan svara?
850627	swe	John byggde en bokhylla.
850631	swe	Herr White är ungefär i min ålder.
853111	swe	Det här är en present till dig.
864252	swe	Gud är en fantasifigur skapad för att få oss att känna oss bättre om vår okunnighet om vår egen existens.
866296	swe	Iberismen är en rörelse för att ena de iberiska folken och nationerna såsom Katalonien, Kastillien, Portugal, Galicien, Baskien, Andalusien...
866360	swe	Förlåt för att jag stör, men min bil är trasig, skulle du kunna hjälpa mig?
866369	swe	Var är du nu?
866370	swe	Varför är en del översättningar gråa?
866371	swe	Anledningen till trafikolyckan rapporterades av polisen.
866373	swe	Det är säkert att äta fiskarna.
866374	swe	Det är säkert att äta fisken.
866375	swe	Ju mer jag lyssnar på henne, desto mindre gillar jag henne.
866386	swe	Du stödjer planen, eller hur?
866389	swe	Han är inte för fattig för att köpa en cykel.
866390	swe	Det fortsatte att snöa i fyra dagar.
866391	swe	Du kommer gilla honom så fort du fått chansen att prata med honom.
866393	swe	Han är inte en av oss.
866394	swe	Hon ringde mig flera gånger.
866395	swe	Den här sortens arbete kräver mycket tålamod.
866396	swe	Polisen genomsökte det huset för att vara säkra på att de stulna skorna inte var där.
866397	swe	Doktorn funderar noggrant innan han bestämmer sig för vilken medicin han ska ge.
868967	swe	Pojken hoppar.
869024	swe	Hästen hoppar.
869025	swe	Flickan hoppar.
869041	swe	Hunden hoppar.
869060	swe	Vem läser?
869084	swe	Två barn sitter på staketet.
869119	swe	Det här är lätt.
869128	swe	Det här är svårt.
880461	swe	Jag har lånat en bil.
880467	swe	Jag har lånat ett bord.
880473	swe	Jag har lånat två böcker.
880479	swe	Talar du svenska?
880483	swe	Ja, lite grand.
880485	swe	Nej, inte alls.
880490	swe	Förstår du mig?
880492	swe	Nej, jag förstår dig inte.
880495	swe	Var snäll och tala långsamt.
880497	swe	Tack, jag förstår nu.
880501	swe	Var finns det en telefon?
880503	swe	Finns det en busshållplats här i närheten?
880507	swe	Ja, där borta.
880508	swe	Kan jag hjälpa dig?
880510	swe	Kan du säga mig hur man går till amerikanska ambassaden?
880516	swe	Ingen orsak.
880518	swe	Kan jag få köpa några vykort?
880522	swe	Hur många vill ni ha?
880524	swe	En krona och femtio öre.
880526	swe	Var snäll och ge mig en Dagens Nyheter också.
880530	swe	Hur mycket blir det?
880532	swe	Det blir fyra kronor, tack.
880534	swe	Vi äter lunch.
880537	swe	Vi äter middag.
880541	swe	Vi äter frukost.
880543	swe	Kan jag få se på matsedeln?
880547	swe	Kan jag få ett par ostsmörgåsar?
880549	swe	Vad vill ni ha att dricka? Kaffe?
880553	swe	Kan jag få ett glas mjölk?
880555	swe	Kan jag få ett glas vatten?
880559	swe	Kan jag få ett glas öl?
880561	swe	Kan jag få ett glas vin?
880564	swe	En kopp kaffe, tack.
880565	swe	En kopp te, tack.
880567	swe	Lite smör och bröd.
880572	swe	Det finns en restaurang här.
880574	swe	Det finns en buss här.
880577	swe	Det finns en krona här.
880579	swe	Det finns en telefon här.
880584	swe	Det finns en smörgås här.
880586	swe	Det finns en hållplats här.
880590	swe	Det finns ett vykort där.
880593	swe	Det finns ett glas där.
880597	swe	Det finns ett par där.
880599	swe	Det finns ett hotell där.
880603	swe	Finns det en telefon här?
880606	swe	Jag talar svenska.
880616	swe	Greta går till ambassaden.
880620	swe	Du ska tala svenska.
880624	swe	Du kan förstå svenska.
880627	swe	En kopp kaffe kostar en krona.
880629	swe	Kostar en kopp kaffe en krona?
880631	swe	Herr Berg hjälper dig.
880636	swe	Hjälper du fröken Hansson?
880642	swe	Du vill hjälpa mig.
880645	swe	Jag hjälper dig.
880651	swe	Jag ska hjälpa dig.
880655	swe	Jag kommer till hotellet.
880659	swe	Jag vill komma till hotellet.
883045	swe	Jag vet att jag inte vet.
890890	swe	Jag släppte in katten i mitt rum.
890892	swe	Min pappa är inte hemma just nu.
890895	swe	Jag ringer honom ikväll.
890897	swe	Linda älskar choklad.
890899	swe	Japan är varmt och klibbigt om sommaren.
890900	swe	Hon har gått och lagt sig.
890901	swe	Jag är förkyld.
890905	swe	Gör som du vill.
890908	swe	Hur är han?
890911	swe	De gick mot porten.
890914	swe	Han satt och läste en bok.
890917	swe	Räck upp handen om du vet svaret.
890936	swe	Jag har blivit ombedd att informera dig om att din far har dött i en olycka.
890937	swe	Vårt lag besegrade motståndaren med 5-4.
890941	swe	Jag går alltid.
890945	swe	Jag gick och lade mig lite senare än vanligt.
890948	swe	Jag bad henne att vänta ett slag.
890949	swe	Så långt ögat kunde se var marken täckt med snö.
890952	swe	Alla pojkarna sprang iväg.
890957	swe	Vi sprang hela vägen till stationen.
890961	swe	Han pratade väldigt högt.
890965	swe	Där såg han det han hade drömt om.
